fig|1765.277.peg.3383	CDD:306555	35.484	31	20	0	257	287	401	431	4.95e-006	33.8
fig|1764.11.peg.2615|BBJ32_12650	CDD:306555	20.699	372	222	13	84	391	90	452	1.24e-027	100
fig|1767.10.peg.2688|CKJ61_13225	CDD:306555	25.469	373	203	16	96	402	68	431	2.32e-036	126
fig|1773.248.peg.1112|IQ40_03000	CDD:306555	26.077	441	272	18	48	452	1	423	4.00e-052	170
fig|1770.9.peg.3386	CDD:306555	25.575	348	199	14	82	372	86	430	2.70e-036	125
fig|1770.39.peg.108|CEP84_00555	CDD:306555	30.242	248	168	5	1	245	214	459	2.54e-058	180
fig|1764.11.peg.1891|BBJ32_09125	CDD:306555	28.230	418	248	13	37	410	26	435	3.96e-062	196
fig|1767.10.peg.2199|CKJ61_10845	CDD:306555	20.745	376	231	14	78	397	60	424	1.82e-020	79.6
fig|1773.31.peg.3379|UDA_1777	CDD:306555	22.817	355	200	15	90	378	87	433	8.47e-026	95.4
fig|1773.226.peg.910|IU13_06745	CDD:306555	23.506	251	152	6	181	392	210	459	3.09e-026	96.6
fig|1771.11.peg.3973|MPHLCCUG_04005	CDD:306555	22.571	350	208	11	97	387	91	436	6.19e-019	74.6
fig|1765.326.peg.1912|RN07_1810	CDD:306555	26.551	403	259	9	23	396	34	428	6.14e-068	211
fig|1772.19.peg.1231|ERS451418_01218	CDD:306555	27.107	439	270	16	28	429	24	449	1.02e-060	192
fig|1773.228.peg.1376|IU15_19215	CDD:306555	27.211	441	278	16	47	449	26	461	1.28e-064	203
fig|1773.226.peg.1579|IU13_09520	CDD:306555	22.029	345	199	13	13	289	98	440	5.16e-019	73.9
fig|1773.226.peg.4399|IU13_21955	CDD:306555	26.484	438	273	15	10	405	2	432	3.36e-071	220
fig|1765.277.peg.2467	CDD:306555	21.189	387	230	13	36	353	44	424	1.74e-028	103
fig|1767.10.peg.2677|CKJ61_13170	CDD:306555	20.672	387	236	16	63	385	48	427	2.89e-017	69.6
fig|1773.225.peg.2448|IU21_02720	CDD:306555	26.178	191	112	3	57	220	243	431	2.16e-026	93.9
fig|1766.6.peg.4137|XA26_41630	CDD:306555	27.442	215	122	5	210	390	216	430	1.60e-028	103
fig|1771.11.peg.1285|MPHLCCUG_01301	CDD:306555	24.282	383	213	15	98	413	87	459	1.04e-029	106
fig|1767.10.peg.766|CKJ61_03825	CDD:306555	19.500	400	253	15	47	383	37	430	5.19e-038	130
fig|1767.10.peg.1510|CKJ61_07495	CDD:306555	23.429	350	198	13	104	388	86	430	2.78e-020	79.2
fig|1766.6.peg.999|XA26_10090	CDD:306555	22.965	344	205	9	35	318	89	432	4.30e-029	103
fig|1772.19.peg.3720|ERS451418_03656	CDD:306555	23.229	353	205	16	93	384	89	436	3.11e-023	87.7
fig|1766.6.peg.4871	CDD:306555	26.599	297	166	10	8	252	136	432	3.55e-040	133
fig|1764.11.peg.2808|BBJ32_13600	CDD:306555	21.378	421	256	16	14	368	17	428	8.95e-035	121
fig|1767.9.peg.1965|CKJ67_09735	CDD:306555	22.481	387	228	15	49	367	49	431	1.29e-024	91.6
fig|1767.10.peg.791|CKJ61_03950	CDD:306555	28.655	171	95	4	241	384	260	430	3.08e-022	85.0
fig|1770.10.peg.190	CDD:306555	25.359	209	125	4	191	368	216	424	1.64e-021	82.3
fig|1772.10.peg.4495	CDD:306555	24.496	347	195	16	102	388	90	429	1.35e-019	76.9
fig|1770.10.peg.3629	CDD:306555	25.635	433	249	17	13	384	11	431	8.04e-048	157
fig|1767.10.peg.1474|CKJ61_07320	CDD:306555	22.276	413	248	15	59	402	48	456	2.71e-040	136
RAH79432	CDD:306555	26.686	341	225	10	186	520	138	459	4.06e-059	190
fig|1766.6.peg.2214|XA26_22270	CDD:306555	23.469	392	227	15	64	385	53	441	1.38e-039	134
EKM77265	CDD:306555	23.937	447	306	14	43	471	5	435	3.00e-055	180
fig|1764.11.peg.3810|BBJ32_18425	CDD:306555	23.833	407	240	15	20	366	35	431	2.50e-033	116
fig|1764.11.peg.4019|BBJ32_19380	CDD:306555	21.883	393	242	16	46	378	49	436	1.35e-026	97.7
fig|1767.10.peg.1180|CKJ61_05850	CDD:306555	22.222	414	228	17	51	384	43	442	2.87e-030	108
fig|1767.9.peg.1714|CKJ67_08510	CDD:306555	21.448	359	203	15	88	380	87	432	1.94e-026	97.3
RAH79284	CDD:306555	21.250	480	331	13	41	499	6	459	1.25e-061	196
fig|1767.9.peg.2338|CKJ67_11560	CDD:306555	23.827	277	159	8	146	385	167	428	9.68e-029	104
fig|1770.10.peg.2127	CDD:306555	21.411	411	244	13	48	389	39	439	2.11e-040	137
EKM78856	CDD:306555	26.205	477	311	13	51	508	7	461	3.00e-073	228
fig|1767.9.peg.3083|CKJ67_15105	CDD:306555	28.770	431	279	13	45	452	34	459	5.11e-061	193
SAM09004	CDD:306555	26.998	463	300	18	42	489	2	441	1.36e-076	236
PYI31699	CDD:306555	24.307	469	313	15	225	663	1	457	8.01e-066	212
fig|1767.9.peg.2157|CKJ67_10675	CDD:306555	22.191	356	210	13	89	380	78	430	1.76e-030	109
fig|1764.11.peg.2061	CDD:306555	19.444	72	53	2	90	157	87	157	1.91e-006	34.2
fig|1764.11.peg.4036|BBJ32_19460	CDD:306555	23.733	375	215	12	95	398	57	431	2.00e-034	120
OAG19381	CDD:306555	23.651	482	304	23	66	519	3	448	4.13e-046	155
ORZ17105	CDD:306555	26.180	466	287	18	44	478	2	441	2.61e-067	211
ORZ04757	CDD:306555	26.846	447	267	11	96	529	40	439	3.14e-082	252
OAG21662	CDD:306555	26.349	482	315	13	35	497	1	461	4.96e-101	299
EKM77717	CDD:306555	35.714	168	105	3	79	245	270	435	7.32e-051	160
RAH85441	CDD:306555	27.848	474	310	12	36	494	5	461	7.05e-066	208
fig|1767.10.peg.1908|CKJ61_09425	CDD:306555	26.838	272	153	10	145	379	166	428	3.20e-029	105
OAG17078	CDD:306555	32.365	482	287	13	31	497	1	458	1.98e-085	260
EKM74729	CDD:306555	25.926	513	292	19	35	534	1	438	1.49e-067	214
SAL98493	CDD:306555	24.486	486	323	12	803	1269	1	461	1.76e-067	222
fig|1764.11.peg.4091|BBJ32_19735	CDD:306555	23.846	390	230	13	30	352	35	424	1.52e-033	117
SAL99656	CDD:306555	29.075	454	288	12	4	441	26	461	1.72e-083	252
EKM77564	CDD:306555	22.931	423	280	15	106	510	67	461	5.37e-066	208
fig|1770.10.peg.1690	CDD:306555	24.814	403	223	14	71	397	44	442	9.33e-033	115
SAM07733	CDD:306555	29.138	429	272	11	88	504	31	439	7.71e-091	274
SAM06979	CDD:306555	25.000	484	310	15	46	504	1	456	3.80e-072	224
KYG44897	CDD:306555	28.631	482	283	18	76	527	4	454	5.52e-057	185
fig|1772.10.peg.6502	CDD:306555	24.731	372	205	16	85	393	87	446	4.73e-030	107
ORZ12764	CDD:306555	27.876	452	290	13	79	507	23	461	3.24e-086	261
ORZ05075	CDD:306555	22.410	473	295	22	72	514	17	447	1.41e-035	125
KYG50139	CDD:306555	28.051	467	298	14	41	496	1	440	6.07e-078	241
ORZ18900	CDD:306555	29.885	435	267	12	118	536	40	452	1.84e-084	258
KYG46072	CDD:306555	28.337	487	303	13	33	499	1	461	1.07e-076	237
fig|1772.10.peg.749	CDD:306555	25.064	391	222	10	45	371	48	431	6.25e-043	143
fig|1772.19.peg.2608|ERS451418_02568	CDD:306555	22.343	367	207	11	102	401	88	443	2.28e-023	88.1
SAM08294	CDD:306555	24.586	362	225	18	234	570	88	426	1.68e-047	160
SAM01588	CDD:306555	29.202	476	305	15	45	506	1	458	1.14e-090	273
fig|1772.10.peg.1150	CDD:306555	25.495	455	295	15	38	459	1	444	3.98e-061	194
KYG42128	CDD:306555	27.333	450	275	13	56	483	22	441	5.08e-069	216
fig|1766.6.peg.833|XA26_08430	CDD:306555	25.843	445	293	14	38	455	27	461	4.18e-067	209
RAH85987	CDD:306555	27.231	437	266	14	76	491	27	432	2.33e-064	204
PSS27759	CDD:306555	27.253	466	321	9	50	503	2	461	2.50e-060	193
fig|1764.11.peg.44|BBJ32_00215	CDD:306555	23.631	347	200	14	91	377	87	428	4.37e-034	119
